READ SERR 1 2
@190829A_2nd.pco
!
4.97249985 0.473500013 -1.40696776 0.299966544 4.74611139
5.90700006 0.460999966 -7.21292162 0.782351196 10.7969179
6.81850004 0.450500011 -5.86117744 0.537293255 10.1720772
7.71150017 0.442500114 14.6643085 0.819554031 9.64811802
8.59150028 0.4375 11.6690264 0.608391464 9.33324528
9.4640007 0.434999943 11.7961216 0.519626617 8.75048637
10.3334999 0.434499741 11.8967619 0.480576158 8.55046749
11.2924995 0.52450037 11.3873892 0.393192917 8.30799866
12.349 0.531999588 10.0378656 0.356865168 7.8507452
13.4244995 0.543500423 9.34612942 0.34493804 7.6629467
14.5275002 0.559499741 8.96076584 0.335210145 7.44912863
15.6615 0.574500084 8.17588902 0.338316202 7.22402477
16.8204994 0.584500313 7.83348656 0.332240939 6.99511099
17.9960003 0.590999603 8.57503128 0.349397063 6.77328825
19.2784996 0.69149971 6.53547859 0.329519928 6.58155394
20.6585007 0.688500404 7.27413368 0.330813199 6.39065456
22.0384998 0.69149971 7.61212206 0.35968551 6.24685621
23.4329987 0.703000069 7.12677288 0.372545183 6.0413661
24.8590012 0.723000526 6.10838604 0.390002102 5.87786341
26.3344994 0.75249958 5.53417444 0.385128111 5.75314045
27.9939995 0.906999588 5.83015633 0.381422937 5.64156151
29.8709984 0.970000267 5.26070738 0.385753334 5.49193668
31.8869991 1.04599953 4.36618137 0.414964259 5.34619474
33.8464966 0.913499832 4.89534092 0.535801768 5.2054019
35.461998 0.702001572 7.26958275 0.712151706 5.23346567
36.9749985 0.810998917 5.74457026 0.612196028 4.94601774
38.6184998 0.832500458 4.49475193 0.600827157 4.90989399
40.3034973 0.852499008 5.06958342 0.60231334 4.96497822
42.0270004 0.87100029 3.83379555 0.566655517 4.65001774
43.8874969 0.989500046 4.69926071 0.537751198 4.67831945
45.8864975 1.0095005 4.64027452 0.576044381 4.70099449
47.9239998 1.02799988 4.04847145 0.537264764 4.39975119
49.9980011 1.04599953 4.95854378 0.604565322 4.43769026
52.211998 1.16800117 5.79844093 0.587854922 4.45464373
54.5650024 1.18499947 3.14726305 0.566403627 4.15635633
56.9500008 1.20000076 4.53050232 0.596342146 4.21144962
59.3619995 1.21199989 2.36383438 0.654071271 4.19046736
61.9090004 1.33499908 3.39994311 0.594780922 3.97189951
64.5879974 1.34399986 3.51811934 0.694253743 4.02789068
67.2835007 1.35150146 4.97974634 0.686125576 3.9174552
70.1040039 1.46899796 4.38502645 0.709858835 3.80629396
73.0435028 1.47050095 3.86050534 0.737664461 3.87640858
75.9819946 1.4679985 3.48278594 0.747101963 3.63545561
79.0254974 1.57550049 4.61886454 0.778965473 3.68365979
82.1660004 1.56500244 4.27488613 0.745513976 3.6265595
85.2845001 1.55349731 3.81603122 0.777456701 3.49973226
88.4909973 1.65299988 1.15988648 0.774450004 3.58825088
91.786499 1.64250183 2.70784593 0.783718705 3.33544636
95.0625 1.63349915 3.29948211 0.877358675 3.50699949
98.4309998 1.73500061 4.03725433 0.8656196 3.23074508
101.893997 1.72800064 2.62099695 0.95235759 3.38515425
105.346001 1.72399902 2.91726017 0.843871474 3.15691185
108.898499 1.82849884 4.3017745 0.894107044 3.28972387
112.555 1.82800293 3.42080808 0.885023236 3.07413411
116.320007 1.93700027 3.45755267 0.987872183 3.20111322
120.198502 1.9414978 2.86985493 1.03646982 2.99062324
124.195999 2.05599976 3.00391293 0.969652355 3.11772656
128.315491 2.06349945 4.18635178 1.01955688 2.9073143
132.558502 2.17950439 2.98833203 1.0786165 3.03964829
136.925003 2.18699646 2.87232494 1.06981874 2.82402015
141.307495 2.19550323 3.47016835 1.18795455 2.98286414
145.81601 2.31299591 2.97874665 1.05276132 2.73202658
150.4505 2.32150269 3.45763588 1.31826901 2.9084909
155.212494 2.44049835 3.65380073 1.33080196 2.66154909
160.214996 2.56199646 4.14846563 1.42452431 2.81351066
165.348495 2.57150269 1.30976307 1.29417014 2.60975313
170.613495 2.69350433 5.77880621 1.64082789 2.72168374
176.011002 2.70399475 0.347664118 1.68337095 2.56587553
181.542999 2.82800293 0.25227955 1.81921363 2.62868714
187.209991 2.83899689 -1.07700849 2.0505631 2.52993488
193.013489 2.96450043 -0.2873936 2.17926979 2.53469753
199.069 3.09100342 4.38815069 2.41631532 2.4971447
205.263504 3.10350037 3.4620297 2.45079851 2.44538569
211.598999 3.23199463 1.96750307 2.3389492 2.46620083
218.191986 3.36100006 2.58803225 2.15581298 2.35704708
224.928497 3.37550354 4.06126404 2.69529438 2.4362154
231.810501 3.50650024 5.16047525 2.39435935 2.26948524
238.955505 3.6384964 -4.6887188 2.99198389 2.4062283
246.366501 3.77250671 7.06893873 2.91490388 2.18669701
253.927505 3.78849792 1.16384447 3.53969479 2.32300401
261.640015 3.92399597 1.17766881 3.5083859 2.1619091
269.624512 4.0605011 3.97253823 3.74534512 2.23417115
277.882996 4.19799805 1.73166394 3.74616194 2.14479041
286.297485 4.21650696 2.72061467 3.45447874 2.14884853
294.869507 4.35549927 2.51567674 4.27582836 2.13204432
303.721008 4.4960022 -8.39471054 4.57029247 2.06294203
312.855011 4.63800049 7.90009356 4.83779955 2.11904359
322.273499 4.78048706 7.03558064 5.02541494 1.98132253
331.979004 4.92500305 -3.47984648 5.25189161 2.10245728
341.973999 5.07000732 6.86942863 4.3596673 1.90397012
352.260498 5.2164917 8.61159515 5.42222643 2.01930928
362.841003 5.36399841 -7.4812088 5.73070765 1.89701867
373.717499 5.51251221 -2.28224134 5.84340954 1.93878961
384.891998 5.6619873 -17.795269 7.32468224 1.88987756
396.367004 5.81300354 0 7.56848812 1.86040699
408.143982 5.96400452 0 7.77593422 1.8836056
420.224487 6.11650085 19.7406921 8.25812435 1.78379643
432.738495 6.39749146 -25.4642887 9.45943356 1.87465942
445.688477 6.55250549 6.62159204 8.10976124 1.71164179
458.949493 6.70849609 -2.54995561 9.70994186 1.81501782
472.521973 6.86399841 -14.212513 10.5758572 1.69282615
486.406494 7.02050781 -15.8069248 12.1083193 1.73908257
500.735504 7.3085022 2.97637296 13.8008728 1.69398701
515.510498 7.4664917 -20.6106987 13.730299 1.66634035
530.601501 7.62451172 15.7373648 15.5418625 1.69343626
