1.71220e+1    -8.30392e+0
1.72195e+1    -8.27451e+0
1.72846e+1    -8.33333e+0
1.73171e+1    -8.37255e+0
1.73496e+1    -8.41176e+0
1.73659e+1    -8.44118e+0
1.73821e+1    -8.50000e+0
1.73984e+1    -8.53922e+0
1.74472e+1    -8.59804e+0
1.74797e+1    -8.65686e+0
1.74959e+1    -8.70588e+0
1.75447e+1    -8.76471e+0
1.75935e+1    -8.82353e+0
1.76748e+1    -8.83333e+0
1.77561e+1    -8.84314e+0
1.78699e+1    -8.86275e+0
1.79675e+1    -8.89216e+0
1.80488e+1    -8.93137e+0
1.81301e+1    -8.98039e+0
1.81951e+1    -9.02941e+0
1.82764e+1    -9.08824e+0

